,date,one_rep_max,mean_reps,routine,completion_rate,total_volume,max_weight,workout_day,primary_lift,days_since_last_workout,days_since_last_workout_day,weekday,age,bodyweight
0,2014-06-07,200.0,8.222222222222221,n/a,1.0,8114.0,150.0,Back,Lat Pulldown,0 days 00:00:00.000000000,0 days 00:00:00.000000000,Saturday,19,
1,2014-06-08,73.33333333333333,10.0,n/a,0.75,1650.0,55.0,Chest,Flat Dumbbell Bench Press,1 days 00:00:00.000000000,0 days 00:00:00.000000000,Sunday,19,
2,2014-06-10,300.0,10.0,n/a,1.0,12900.0,225.0,Legs,Leg Press,2 days 00:00:00.000000000,0 days 00:00:00.000000000,Tuesday,19,
3,2014-06-17,73.33333333333333,8.2,n/a,1.0,1995.0,55.0,Chest,Flat Dumbbell Bench Press,7 days 00:00:00.000000000,9 days 00:00:00.000000000,Tuesday,19,
4,2014-06-19,320.0,8.153846153846153,n/a,1.0,10780.0,240.0,Legs,Leg Press,2 days 00:00:00.000000000,9 days 00:00:00.000000000,Thursday,19,
5,2014-06-22,340.0,8.5,n/a,1.0,11425.0,255.0,Legs,Leg Press,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Sunday,19,
6,2014-06-24,200.0,7.615384615384615,n/a,1.0,6919.0,150.0,Back,Lat Pulldown,2 days 00:00:00.000000000,17 days 00:00:00.000000000,Tuesday,19,
7,2014-07-01,80.0,9.0,n/a,1.0,1910.0,60.0,Chest,Flat Dumbbell Bench Press,7 days 00:00:00.000000000,14 days 00:00:00.000000000,Tuesday,19,
8,2014-07-02,206.66666666666666,7.166666666666667,n/a,1.0,4663.0,155.0,Back,Lat Pulldown,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Wednesday,19,
9,2014-07-07,86.66666666666667,8.166666666666666,n/a,1.0,2515.0,65.0,Chest,Flat Dumbbell Bench Press,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,19,
10,2014-07-09,152.0,7.666666666666667,n/a,1.0,4695.0,120.0,Back,Seated Cable Row,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,19,
11,2014-07-13,66.66666666666667,10.0,n/a,1.0,1300.0,50.0,Chest,Dumbbell Overhead Triceps Extension,4 days 00:00:00.000000000,6 days 00:00:00.000000000,Sunday,19,
12,2014-07-16,86.66666666666667,10.0,n/a,1.0,1950.0,65.0,Chest,Flat Dumbbell Bench Press,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Wednesday,19,
13,2014-07-22,340.0,8.5,n/a,1.0,11425.0,255.0,Legs,Leg Press,6 days 00:00:00.000000000,30 days 00:00:00.000000000,Tuesday,19,
14,2014-07-23,200.0,10.0,n/a,1.0,8100.0,150.0,Back,Lat Pulldown,1 days 00:00:00.000000000,14 days 00:00:00.000000000,Wednesday,19,
15,2014-07-27,213.33333333333334,7.083333333333333,n/a,0.6666666666666666,5235.0,160.0,Chest,Seated Machine Fly,4 days 00:00:00.000000000,11 days 00:00:00.000000000,Sunday,19,
16,2014-07-30,200.0,10.0,n/a,1.0,8550.0,150.0,Back,Lat Pulldown,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,19,
17,2014-08-07,1.2,4.666666666666667,n/a,1.0,14.0,1.0,Back,Pull Up,8 days 00:00:00.000000000,8 days 00:00:00.000000000,Thursday,19,
18,2014-08-08,220.0,4.333333333333333,n/a,1.0,4260.0,165.0,Chest,Seated Machine Fly,1 days 00:00:00.000000000,12 days 00:00:00.000000000,Friday,19,
19,2014-08-14,86.66666666666667,7.833333333333333,n/a,1.0,1967.0,65.0,Back,Dumbbell Row,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Thursday,19,
20,2014-08-15,46.666666666666664,6.8,n/a,1.0,1130.0,35.0,Shoulders,Dumbbell Shoulder Press,1 days 00:00:00.000000000,0 days 00:00:00.000000000,Friday,19,
21,2014-08-17,120.0,13.066666666666666,n/a,1.0,14030.0,80.0,Chest,Flat Dumbbell Bench Press,2 days 00:00:00.000000000,9 days 00:00:00.000000000,Sunday,19,
22,2014-08-18,142.5,12.933333333333334,n/a,1.0,17840.0,95.0,Back,Bent Over Row,1 days 00:00:00.000000000,4 days 00:00:00.000000000,Monday,19,
23,2014-09-03,120.0,13.066666666666666,n/a,1.0,14030.0,80.0,Chest,Flat Dumbbell Bench Press,16 days 00:00:00.000000000,17 days 00:00:00.000000000,Wednesday,19,
24,2014-09-06,142.5,12.933333333333334,n/a,1.0,17840.0,95.0,Back,Bent Over Row,3 days 00:00:00.000000000,19 days 00:00:00.000000000,Saturday,19,
25,2014-10-17,172.5,13.333333333333334,n/a,1.0,11850.0,115.0,Back,Lat Pulldown,41 days 00:00:00.000000000,41 days 00:00:00.000000000,Friday,19,
26,2014-10-18,120.0,14.0,n/a,1.0,5300.0,80.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,45 days 00:00:00.000000000,Saturday,19,
27,2014-11-30,221.66666666666666,7.3076923076923075,n/a,1.0,6225.0,175.0,Chest,Flat Barbell Bench Press,43 days 00:00:00.000000000,43 days 00:00:00.000000000,Sunday,19,
28,2014-12-18,66.66666666666667,9.4,n/a,1.0,6055.0,50.0,Chest,Flat Dumbbell Bench Press,18 days 00:00:00.000000000,18 days 00:00:00.000000000,Thursday,19,
29,2014-12-19,133.33333333333334,10.0,n/a,1.0,3400.0,100.0,Legs,Dumbbell Calf Raise,1 days 00:00:00.000000000,150 days 00:00:00.000000000,Friday,19,
30,2014-12-20,171.0,6.8,n/a,1.0,3662.0,135.0,Back,Lat Pulldown,1 days 00:00:00.000000000,64 days 00:00:00.000000000,Saturday,19,
31,2014-12-26,180.0,8.045454545454545,n/a,1.0,10583.0,135.0,Chest,Lat Pulldown,6 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,19,
32,2014-12-27,66.66666666666667,10.0,n/a,1.0,1400.0,50.0,Legs,Dumbbell Lunges,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Saturday,19,
33,2014-12-29,66.66666666666667,10.0,n/a,1.0,1450.0,50.0,Legs,Dumbbell Lunges,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Monday,19,
34,2014-12-30,202.66666666666666,7.615384615384615,n/a,1.0,9014.0,160.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,4 days 00:00:00.000000000,Tuesday,19,
35,2014-12-31,200.0,7.3,n/a,1.0,4196.0,150.0,Back,Lat Pulldown,1 days 00:00:00.000000000,11 days 00:00:00.000000000,Wednesday,19,
36,2015-01-03,73.33333333333333,10.0,n/a,1.0,1550.0,55.0,Legs,Dumbbell Lunges,3 days 00:00:00.000000000,5 days 00:00:00.000000000,Saturday,20,
37,2015-01-05,80.0,10.0,n/a,1.0,3450.0,60.0,Chest,Flat Dumbbell Bench Press,2 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,20,
38,2015-01-06,186.66666666666666,9.857142857142858,n/a,1.0,13320.0,140.0,Back,Lat Pulldown,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Tuesday,20,
39,2015-01-09,173.33333333333334,10.0,n/a,1.0,4950.0,130.0,Legs,Deadlift,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Friday,20,
40,2015-01-12,66.66666666666667,10.0,n/a,1.0,1000.0,50.0,Chest,Flat Dumbbell Bench Press,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,20,
41,2015-02-15,66.66666666666667,7.3076923076923075,n/a,1.0,3835.0,50.0,Chest,Flat Dumbbell Bench Press,34 days 00:00:00.000000000,34 days 00:00:00.000000000,Sunday,20,
42,2015-03-03,173.33333333333334,9.0,n/a,1.0,9700.0,130.0,Back,Lat Pulldown,16 days 00:00:00.000000000,56 days 00:00:00.000000000,Tuesday,20,
43,2015-03-15,233.33333333333334,10.0,n/a,1.0,13050.0,175.0,Legs,Hip Abduction,12 days 00:00:00.000000000,65 days 00:00:00.000000000,Sunday,20,
44,2015-03-19,180.0,7.428571428571429,n/a,1.0,4690.0,150.0,Chest,Flat Barbell Bench Press,4 days 00:00:00.000000000,32 days 00:00:00.000000000,Thursday,20,
45,2015-03-21,186.66666666666666,8.333333333333334,n/a,1.0,7285.0,140.0,Back,Lat Pulldown,2 days 00:00:00.000000000,18 days 00:00:00.000000000,Saturday,20,
46,2015-03-24,240.0,10.0,n/a,1.0,14300.0,180.0,Legs,Hip Abduction,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Tuesday,20,
47,2015-03-27,73.33333333333333,7.5,n/a,1.0,2125.0,55.0,Chest,Flat Dumbbell Bench Press,3 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,20,
48,2015-03-28,200.0,6.923076923076923,n/a,1.0,8103.0,150.0,Back,Lat Pulldown,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Saturday,20,
49,2015-06-20,120.0,10.0,n/a,1.0,6300.0,90.0,Legs,Rope Push Down,84 days 00:00:00.000000000,88 days 00:00:00.000000000,Saturday,20,
50,2015-06-21,46.666666666666664,10.0,n/a,1.0,2600.0,35.0,Shoulders,Dumbbell Curl,1 days 00:00:00.000000000,310 days 00:00:00.000000000,Sunday,20,
51,2015-06-22,186.66666666666666,10.0,n/a,1.0,10550.0,140.0,Chest,Lat Pulldown,1 days 00:00:00.000000000,87 days 00:00:00.000000000,Monday,20,
52,2015-06-24,360.0,10.0,n/a,1.0,12000.0,270.0,Legs,Leg Press,2 days 00:00:00.000000000,4 days 00:00:00.000000000,Wednesday,20,
53,2015-07-24,192.0,8.4,n/a,1.0,10810.0,160.0,Back,Flat Barbell Bench Press,30 days 00:00:00.000000000,118 days 00:00:00.000000000,Friday,20,
54,2015-07-25,160.0,8.578947368421053,n/a,0.8421052631578947,9160.0,120.0,Legs,Dumbbell Calf Raise,1 days 00:00:00.000000000,31 days 00:00:00.000000000,Saturday,20,
55,2015-07-26,200.0,10.0,n/a,1.0,7675.0,150.0,Shoulders,Lat Pulldown,1 days 00:00:00.000000000,35 days 00:00:00.000000000,Sunday,20,
56,2015-07-27,106.66666666666667,7.363636363636363,n/a,1.0,4115.0,80.0,Back,Rope Push Down,1 days 00:00:00.000000000,3 days 00:00:00.000000000,Monday,20,
57,2015-07-29,209.66666666666666,7.75,n/a,1.0,4545.0,185.0,Back,Deadlift,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Wednesday,20,
58,2015-10-17,173.33333333333334,10.0,n/a,1.0,7700.0,130.0,Chest,Lat Pulldown,80 days 00:00:00.000000000,117 days 00:00:00.000000000,Saturday,20,
59,2015-11-01,66.66666666666667,10.0,n/a,1.0,2850.0,50.0,Chest,Flat Dumbbell Bench Press,15 days 00:00:00.000000000,15 days 00:00:00.000000000,Sunday,20,
60,2015-12-22,180.83333333333334,9.095238095238095,n/a,1.0,12065.0,155.0,Chest,Flat Barbell Bench Press,51 days 00:00:00.000000000,51 days 00:00:00.000000000,Tuesday,20,
61,2015-12-23,91.0,10.222222222222221,n/a,1.0,5260.0,65.0,Back,Barbell Row,1 days 00:00:00.000000000,147 days 00:00:00.000000000,Wednesday,20,
62,2015-12-26,133.0,11.2,n/a,1.0,15175.0,95.0,Shoulders,Close Grip Barbell Bench Press,3 days 00:00:00.000000000,153 days 00:00:00.000000000,Saturday,20,
63,2015-12-28,182.0,8.75,n/a,1.0,15080.0,156.0,Legs,Deadlift,2 days 00:00:00.000000000,156 days 00:00:00.000000000,Monday,20,
64,2015-12-30,192.5,9.294117647058824,n/a,1.0,12050.0,165.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Wednesday,20,
65,2016-01-02,259.0,10.916666666666666,n/a,1.0,22080.0,185.0,Back,Seated Back Extension,3 days 00:00:00.000000000,10 days 00:00:00.000000000,Saturday,21,
66,2016-01-04,147.0,10.387096774193548,n/a,1.0,19227.5,105.0,Chest,Close Grip Barbell Bench Press,2 days 00:00:00.000000000,5 days 00:00:00.000000000,Monday,21,
67,2016-01-05,196.33333333333334,9.5,n/a,1.0,16265.0,165.0,Legs,Barbell Squat,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Tuesday,21,
68,2016-01-10,204.16666666666666,10.058823529411764,n/a,1.0,13285.0,175.0,Chest,Flat Barbell Bench Press,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Sunday,21,
69,2016-01-11,266.0,9.96551724137931,n/a,0.9655172413793104,22431.0,190.0,Back,Seated Back Extension,1 days 00:00:00.000000000,9 days 00:00:00.000000000,Monday,21,
70,2016-01-14,0.0,1.0,n/a,0.0,0.0,0.0,Abs,The Choi Ab Routine,3 days 00:00:00.000000000,0 days 00:00:00.000000000,Thursday,21,
71,2016-01-21,154.0,10.0,n/a,1.0,9300.0,110.0,Shoulders,Barbell Shrug,7 days 00:00:00.000000000,26 days 00:00:00.000000000,Thursday,21,
72,2016-02-04,198.33333333333334,8.88888888888889,n/a,1.0,13650.0,170.0,Chest,Flat Barbell Bench Press,14 days 00:00:00.000000000,25 days 00:00:00.000000000,Thursday,21,
73,2016-02-09,196.0,8.071428571428571,n/a,1.0,10687.5,140.0,Back,Lat Pulldown,5 days 00:00:00.000000000,29 days 00:00:00.000000000,Tuesday,21,
74,2016-02-16,192.5,12.75,n/a,0.75,14480.0,165.0,Legs,Deadlift,7 days 00:00:00.000000000,42 days 00:00:00.000000000,Tuesday,21,
75,2016-02-18,154.0,8.625,n/a,1.0,11812.0,110.0,Shoulders,Barbell Shrug,2 days 00:00:00.000000000,28 days 00:00:00.000000000,Thursday,21,
76,2016-03-15,210.0,5.0,n/a,1.0,5850.0,180.0,Chest,Flat Barbell Bench Press,26 days 00:00:00.000000000,40 days 00:00:00.000000000,Tuesday,21,
77,2016-03-16,97.5,5.333333333333333,n/a,1.0,2915.0,75.0,Back,Barbell Curl,1 days 00:00:00.000000000,36 days 00:00:00.000000000,Wednesday,21,
78,2016-03-22,215.83333333333334,5.0,n/a,1.0,6075.0,185.0,Legs,Barbell Squat,6 days 00:00:00.000000000,35 days 00:00:00.000000000,Tuesday,21,
79,2016-03-24,239.16666666666666,4.111111111111111,n/a,1.0,6245.0,205.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,9 days 00:00:00.000000000,Thursday,21,
80,2016-03-31,196.0,7.4,n/a,1.0,5420.0,140.0,Back,Lat Pulldown,7 days 00:00:00.000000000,15 days 00:00:00.000000000,Thursday,21,224.0
81,2016-04-01,120.33333333333333,8.6,n/a,1.0,6707.0,95.0,Chest,Overhead Press,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,21,224.0
82,2016-04-05,240.0,10.833333333333334,n/a,1.0,24300.0,190.0,Legs,Barbell Squat,4 days 00:00:00.000000000,14 days 00:00:00.000000000,Tuesday,21,224.0
83,2016-04-12,221.66666666666666,8.642857142857142,n/a,1.0,9815.0,190.0,Chest,Flat Barbell Bench Press,7 days 00:00:00.000000000,11 days 00:00:00.000000000,Tuesday,21,224.0
84,2016-04-13,210.0,5.958333333333333,n/a,1.0,13690.0,150.0,Back,Lat Pulldown,1 days 00:00:00.000000000,13 days 00:00:00.000000000,Wednesday,21,224.0
85,2016-04-15,246.66666666666666,11.647058823529411,n/a,1.0,26055.0,200.0,Legs,Barbell Squat,2 days 00:00:00.000000000,10 days 00:00:00.000000000,Friday,21,224.0
86,2016-04-16,168.0,8.944444444444445,n/a,1.0,12940.0,120.0,Chest,Overhead Press,1 days 00:00:00.000000000,4 days 00:00:00.000000000,Saturday,21,224.0
87,2016-04-19,260.0,11.0,n/a,1.0,27830.0,205.0,Legs,Barbell Squat,3 days 00:00:00.000000000,4 days 00:00:00.000000000,Tuesday,21,224.0
88,2016-04-22,227.5,7.3,n/a,1.0,8155.0,195.0,Chest,Flat Barbell Bench Press,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Friday,21,224.0
89,2016-04-23,210.0,8.222222222222221,n/a,1.0,7490.0,150.0,Back,Lat Pulldown,1 days 00:00:00.000000000,10 days 00:00:00.000000000,Saturday,21,224.0
90,2016-04-24,152.0,8.0,n/a,1.0,4440.0,120.0,Shoulders,Overhead Press,1 days 00:00:00.000000000,66 days 00:00:00.000000000,Sunday,21,224.0
91,2016-05-03,266.6666666666667,11.0,n/a,1.0,28755.0,210.0,Legs,Barbell Squat,9 days 00:00:00.000000000,14 days 00:00:00.000000000,Tuesday,21,224.0
92,2016-05-16,250.83333333333334,11.125,n/a,1.0,24230.0,215.0,Legs,Barbell Squat,13 days 00:00:00.000000000,13 days 00:00:00.000000000,Monday,21,224.0
93,2016-05-17,233.33333333333334,8.666666666666666,n/a,1.0,14815.0,200.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,25 days 00:00:00.000000000,Tuesday,21,224.0
94,2016-05-18,217.0,9.090909090909092,n/a,1.0,17315.0,155.0,Back,Lat Pulldown,1 days 00:00:00.000000000,25 days 00:00:00.000000000,Wednesday,21,224.0
95,2016-05-20,120.33333333333333,9.25,n/a,1.0,4630.0,95.0,Shoulders,Overhead Press,2 days 00:00:00.000000000,26 days 00:00:00.000000000,Friday,21,224.0
96,2016-05-24,239.16666666666666,8.4,n/a,1.0,14190.0,205.0,Chest,Flat Barbell Bench Press,4 days 00:00:00.000000000,7 days 00:00:00.000000000,Tuesday,21,224.0
97,2016-05-25,256.6666666666667,10.9375,n/a,1.0,24600.0,220.0,Legs,Barbell Squat,1 days 00:00:00.000000000,9 days 00:00:00.000000000,Wednesday,21,224.0
98,2016-06-01,206.66666666666666,9.857142857142858,n/a,1.0,18010.0,155.0,Back,Lat Pulldown,7 days 00:00:00.000000000,14 days 00:00:00.000000000,Wednesday,21,224.0
99,2016-06-04,245.0,8.125,n/a,1.0,13895.0,210.0,Chest,Flat Barbell Bench Press,3 days 00:00:00.000000000,11 days 00:00:00.000000000,Saturday,21,224.0
100,2016-06-06,189.0,12.0,n/a,1.0,21000.0,135.0,Chest,Barbell Shrug,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Monday,21,224.0
101,2016-06-08,262.5,10.947368421052632,n/a,1.0,29530.0,225.0,Legs,Barbell Squat,2 days 00:00:00.000000000,14 days 00:00:00.000000000,Wednesday,21,224.0
102,2016-06-10,202.66666666666666,9.65,n/a,1.0,17010.0,160.0,Back,Lat Pulldown,2 days 00:00:00.000000000,9 days 00:00:00.000000000,Friday,21,224.0
103,2016-06-11,250.83333333333334,5.0,n/a,1.0,3450.0,215.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Saturday,21,223.0
104,2016-06-13,107.66666666666667,9.846153846153847,n/a,1.0,7040.0,85.0,Chest,Overhead Press,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Monday,21,223.0
105,2016-06-16,268.3333333333333,10.523809523809524,n/a,1.0,33170.0,230.0,Legs,Barbell Squat,3 days 00:00:00.000000000,8 days 00:00:00.000000000,Thursday,21,223.0
106,2016-06-18,250.83333333333334,8.0,n/a,1.0,18685.0,215.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,5 days 00:00:00.000000000,Saturday,21,223.0
107,2016-06-22,209.0,7.958333333333333,n/a,1.0,20630.0,165.0,Chest,Close Grip Barbell Bench Press,4 days 00:00:00.000000000,4 days 00:00:00.000000000,Wednesday,21,223.0
108,2016-06-23,213.33333333333334,9.8,n/a,1.0,11930.0,160.0,Back,Lat Pulldown,1 days 00:00:00.000000000,13 days 00:00:00.000000000,Thursday,21,223.0
109,2016-06-24,282.0,4.875,n/a,1.0,8325.0,235.0,Legs,Barbell Squat,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,21,223.0
110,2016-06-25,268.3333333333333,5.695652173913044,n/a,1.0,23130.0,230.0,Chest,Deadlift,1 days 00:00:00.000000000,3 days 00:00:00.000000000,Saturday,21,223.0
111,2016-06-29,120.0,12.75,n/a,1.0,17040.0,80.0,Chest,Close Grip Barbell Bench Press,4 days 00:00:00.000000000,4 days 00:00:00.000000000,Wednesday,21,220.0
112,2016-06-30,220.0,14.62962962962963,n/a,1.0,38750.0,120.0,Legs,Dumbbell Calf Raise,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Thursday,21,220.0
113,2016-07-01,119.0,13.333333333333334,n/a,1.0,18400.0,85.0,Back,Lat Pulldown,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,21,220.0
114,2016-07-02,157.5,11.818181818181818,n/a,1.0,11675.0,135.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,3 days 00:00:00.000000000,Saturday,21,220.0
115,2016-07-04,203.5,4.529411764705882,n/a,1.0,9700.0,165.0,Shoulders,Close Grip Barbell Bench Press,2 days 00:00:00.000000000,45 days 00:00:00.000000000,Monday,21,219.0
116,2016-07-05,280.0,9.096774193548388,n/a,1.0,45100.0,240.0,Legs,Barbell Squat,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Tuesday,21,219.0
117,2016-07-06,220.0,7.884615384615385,n/a,1.0,21535.0,165.0,Back,Lat Pulldown,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Wednesday,21,219.0
118,2016-07-09,262.5,3.1538461538461537,n/a,1.0,7685.0,225.0,Chest,Flat Barbell Bench Press,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Saturday,21,219.0
119,2016-07-11,203.0,8.962962962962964,n/a,1.0,22130.0,145.0,Shoulders,Barbell Shrug,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,21,218.0
120,2016-07-14,285.8333333333333,8.631578947368421,n/a,1.0,31745.0,245.0,Legs,Barbell Squat,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Thursday,21,218.0
121,2016-07-15,166.66666666666666,7.142857142857143,n/a,1.0,10400.0,125.0,Back,Seated Cable Row,1 days 00:00:00.000000000,9 days 00:00:00.000000000,Friday,21,218.0
122,2016-07-16,262.5,9.136363636363637,n/a,1.0,21735.0,225.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Saturday,21,218.0
123,2016-07-18,152.0,5.111111111111111,n/a,1.0,4965.0,130.0,Shoulders,Overhead Press,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,21,218.4
124,2016-07-19,300.0,9.620689655172415,n/a,1.0,47890.0,250.0,Legs,Barbell Squat,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Tuesday,21,218.4
125,2016-07-22,33.333333333333336,20.0,n/a,1.0,4000.0,20.0,Forearms,Forearm Curls,3 days 00:00:00.000000000,0 days 00:00:00.000000000,Friday,21,218.4
126,2016-07-25,316.6666666666667,9.137931034482758,n/a,1.0,47425.0,255.0,Legs,Barbell Squat,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,21,215.5
127,2016-07-27,210.0,8.0,n/a,1.0,12760.0,150.0,Shoulders,Barbell Shrug,2 days 00:00:00.000000000,9 days 00:00:00.000000000,Wednesday,21,215.5
128,2016-07-28,41.66666666666667,20.0,n/a,1.0,2500.0,25.0,Forearms,Forearm Curls,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Thursday,21,215.5
