,date,one_rep_max,mean_reps,routine,completion_rate,total_volume,max_weight,workout_day,primary_lift,days_since_last_workout,days_since_last_workout_day,weekday,age,bodyweight
253,2017-12-20,253.33333333333334,7.166666666666667,n/a,1.0,15915.0,200.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,12 days 00:00:00.000000000,Wednesday,22,181.0
254,2017-12-27,245.0,5.363636363636363,n/a,1.0,11085.0,210.0,Chest,Lat Pulldown Pronated,7 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,22,184.0
255,2017-12-28,73.33333333333333,10.416666666666666,n/a,1.0,3165.0,55.0,Shoulders,Incline Dumbbell Press Yoga Ball,1 days 00:00:00.000000000,42 days 00:00:00.000000000,Thursday,22,184.0
256,2018-01-01,326.6666666666667,10.0,n/a,1.0,14500.0,245.0,Legs,Leg Press,4 days 00:00:00.000000000,74 days 00:00:00.000000000,Monday,23,184.0
257,2018-01-03,213.33333333333334,10.0,n/a,1.0,11735.0,160.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,23,184.0
258,2018-01-04,173.33333333333334,10.133333333333333,n/a,1.0,9040.0,130.0,Back,Hammer Strength Row,1 days 00:00:00.000000000,16 days 00:00:00.000000000,Thursday,23,184.0
259,2018-01-08,220.0,12.571428571428571,n/a,1.0,16200.0,165.0,Chest,Flat Barbell Bench Press,4 days 00:00:00.000000000,5 days 00:00:00.000000000,Monday,23,182.0
260,2018-01-11,77.0,8.222222222222221,n/a,1.0,2430.0,55.0,Back,Dumbbell Row,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Thursday,23,182.0
261,2018-01-19,220.0,12.619047619047619,n/a,1.0,16335.0,165.0,Chest,Flat Barbell Bench Press,8 days 00:00:00.000000000,11 days 00:00:00.000000000,Friday,23,180.0
262,2018-01-22,353.3333333333333,12.307692307692308,n/a,0.7692307692307693,15300.0,265.0,Legs,Leg Press,3 days 00:00:00.000000000,21 days 00:00:00.000000000,Monday,23,179.0
263,2018-01-23,69.66666666666667,6.5,n/a,1.0,1780.0,55.0,Back,Dumbbell Row,1 days 00:00:00.000000000,12 days 00:00:00.000000000,Tuesday,23,179.0
264,2018-01-26,204.16666666666666,7.75,n/a,1.0,8715.0,175.0,Chest,Flat Barbell Bench Press,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Friday,23,179.0
265,2018-01-29,291.6666666666667,7.0,n/a,1.0,10920.0,250.0,Legs,Deadlift,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,178.5
266,2018-01-30,69.66666666666667,7.2,n/a,1.0,2766.5,55.0,Back,Dumbbell Row,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Tuesday,23,178.5
267,2018-02-01,204.16666666666666,7.857142857142857,n/a,1.0,11450.0,175.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,6 days 00:00:00.000000000,Thursday,23,178.5
268,2018-02-02,353.3333333333333,10.0,n/a,1.0,14250.0,265.0,Legs,Leg Press,1 days 00:00:00.000000000,4 days 00:00:00.000000000,Friday,23,178.5
269,2018-02-05,136.0,6.181818181818182,n/a,1.0,2975.0,120.0,Back,Lat Pulldown,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,23,181.5
270,2018-02-09,210.0,5.111111111111111,n/a,1.0,7500.0,180.0,Chest,Flat Barbell Bench Press,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,23,181.5
271,2018-02-13,353.3333333333333,13.409090909090908,n/a,0.45454545454545453,15600.0,265.0,Legs,Leg Press,4 days 00:00:00.000000000,11 days 00:00:00.000000000,Tuesday,23,181.5
272,2018-02-19,164.66666666666666,7.5,n/a,1.0,12776.5,130.0,Back,Hammer Strength Row,6 days 00:00:00.000000000,14 days 00:00:00.000000000,Monday,23,181.5
273,2018-02-20,215.83333333333334,6.866666666666666,n/a,1.0,11055.0,185.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,11 days 00:00:00.000000000,Tuesday,23,181.5
274,2018-02-26,82.33333333333333,6.555555555555555,n/a,1.0,2245.0,65.0,Back,Dumbbell Row,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,178.0
275,2018-02-27,221.66666666666666,5.125,n/a,1.0,7130.0,190.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Tuesday,23,178.0
276,2018-02-28,353.3333333333333,12.083333333333334,n/a,0.5,14825.0,265.0,Legs,Leg Press,1 days 00:00:00.000000000,15 days 00:00:00.000000000,Wednesday,23,178.0
277,2018-03-05,37.916666666666664,5.142857142857143,n/a,1.0,752.5,32.5,Back,Pull Up,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,182.0
278,2018-03-06,227.5,5.125,n/a,1.0,7205.0,195.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Tuesday,23,182.0
279,2018-03-12,40.833333333333336,4.555555555555555,n/a,1.0,945.0,35.0,Back,Pull Up,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,181.0
280,2018-03-15,227.5,11.25925925925926,n/a,0.9259259259259259,17275.0,195.0,Chest,Flat Barbell Bench Press,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Thursday,23,181.0
281,2018-03-19,82.33333333333333,6.0,n/a,1.0,2115.0,65.0,Back,Dumbbell Row,4 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,181.0
282,2018-03-20,233.33333333333334,5.0,n/a,1.0,7190.0,200.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Tuesday,23,181.0
283,2018-03-21,353.3333333333333,12.391304347826088,n/a,0.4782608695652174,13975.0,265.0,Legs,Leg Press,1 days 00:00:00.000000000,21 days 00:00:00.000000000,Wednesday,23,181.0
284,2018-03-26,82.33333333333333,5.636363636363637,n/a,1.0,2365.0,65.0,Back,Dumbbell Row,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,181.5
285,2018-03-27,233.33333333333334,5.0,n/a,1.0,7040.0,200.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Tuesday,23,181.5
286,2018-03-30,380.0,8.842105263157896,n/a,0.9473684210526315,23030.0,285.0,Legs,Leg Press,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Friday,23,181.5
287,2018-04-03,1.6666666666666665,8.5,n/a,1.0,51.0,1.0,Back,Pull Up,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Tuesday,23,182.5
288,2018-04-04,233.33333333333334,5.285714285714286,n/a,1.0,6595.0,200.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Wednesday,23,182.5
289,2018-04-09,173.33333333333334,8.931034482758621,n/a,1.0,14352.0,130.0,Back,Hammer Strength Row,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,23,185.0
290,2018-04-10,226.66666666666666,4.461538461538462,n/a,1.0,9135.0,200.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Tuesday,23,185.0
291,2018-04-16,82.33333333333333,5.769230769230769,n/a,1.0,2757.0,65.0,Back,Dumbbell Row,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,185.0
292,2018-04-18,239.16666666666666,11.0,n/a,0.9259259259259259,16125.0,205.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Wednesday,23,185.0
293,2018-04-19,221.66666666666666,8.0,n/a,1.0,3720.0,175.0,Legs,Barbell Squat,1 days 00:00:00.000000000,20 days 00:00:00.000000000,Thursday,23,185.0
294,2018-04-24,177.33333333333334,6.588235294117647,n/a,1.0,4538.0,140.0,Back,Lat Pulldown,5 days 00:00:00.000000000,8 days 00:00:00.000000000,Tuesday,23,183.0
295,2018-04-25,239.16666666666666,5.875,n/a,1.0,7675.0,205.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,23,183.0
296,2018-05-01,88.66666666666667,6.833333333333333,n/a,1.0,1876.0,70.0,Back,Dumbbell Row,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Tuesday,23,181.0
297,2018-05-02,232.33333333333334,5.090909090909091,n/a,1.0,8825.0,210.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,23,181.0
298,2018-05-07,88.66666666666667,6.6,n/a,1.0,1824.0,70.0,Back,Dumbbell Row,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,23,181.0
299,2018-05-14,186.66666666666666,7.857142857142857,n/a,1.0,4280.0,140.0,Back,Lat Pulldown,7 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,183.5
300,2018-05-18,120.33333333333333,7.88,Princess Diana Gains Guide,0.84,6011.0,95.0,Chest,Flat Barbell Bench Press,4 days 00:00:00.000000000,16 days 00:00:00.000000000,Friday,23,183.5
301,2018-05-21,133.33333333333334,7.318181818181818,n/a,1.0,5904.0,100.0,Back,Lat Pulldown,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,185.0
302,2018-05-23,126.66666666666667,7.84,Princess Diana Gains Guide,0.88,6779.0,95.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,5 days 00:00:00.000000000,Wednesday,23,185.0
303,2018-05-29,152.0,5.052631578947368,n/a,1.0,4908.0,120.0,Back,Lat Pulldown,6 days 00:00:00.000000000,8 days 00:00:00.000000000,Tuesday,23,188.0
304,2018-05-31,126.66666666666667,7.68,Princess Diana Gains Guide,0.68,4590.0,95.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Thursday,23,188.0
305,2018-06-01,233.33333333333334,10.0,n/a,1.0,9500.0,175.0,Legs,Barbell Squat,1 days 00:00:00.000000000,43 days 00:00:00.000000000,Friday,23,188.0
306,2018-06-04,177.33333333333334,5.5625,n/a,1.0,4877.0,140.0,Back,Lat Pulldown,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,23,184.5
307,2018-06-08,120.33333333333333,9.4,Princess Diana Gains Guide,0.6,4747.0,95.0,Chest,Decline Cable Fly,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,23,184.5
308,2018-06-12,190.0,4.75,n/a,1.0,1230.0,150.0,Back,Lat Pulldown,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Tuesday,23,183.5
309,2018-06-14,126.66666666666667,8.04,Princess Diana Gains Guide,0.96,8079.0,95.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,6 days 00:00:00.000000000,Thursday,23,183.5
310,2018-06-15,246.66666666666666,9.0,n/a,1.0,5700.0,185.0,Legs,Barbell Squat,1 days 00:00:00.000000000,14 days 00:00:00.000000000,Friday,23,183.5
311,2018-06-18,190.0,7.0,n/a,1.0,6754.0,150.0,Back,Lat Pulldown,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,23,183.5
312,2018-06-20,66.66666666666667,10.0,Princess Diana Gains Guide,0.18181818181818182,1060.0,50.0,Chest,Decline Dumbbell Benchpress,2 days 00:00:00.000000000,6 days 00:00:00.000000000,Wednesday,23,183.5
313,2018-06-22,126.66666666666667,8.76,Princess Diana Gains Guide,0.84,6471.0,95.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Friday,23,183.5
314,2018-06-26,190.0,6.0,n/a,1.0,3636.0,150.0,Back,Lat Pulldown,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Tuesday,23,186.0
315,2018-06-27,126.66666666666667,8.04,Princess Diana Gains Guide,0.72,5652.0,95.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Wednesday,23,186.0
316,2018-07-03,226.66666666666666,8.578947368421053,n/a,1.0,10987.0,170.0,Back,Lat Pulldown Pronated,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Tuesday,23,187.0
317,2018-07-04,153.33333333333334,8.76,Princess Diana Gains Guide,1.0,9372.0,115.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,23,187.0
318,2018-07-09,190.0,6.625,n/a,1.0,5935.0,150.0,Back,Lat Pulldown,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Monday,23,184.0
319,2018-07-12,153.33333333333334,8.92,Princess Diana Gains Guide,0.6,4721.0,115.0,Chest,Flat Barbell Bench Press,3 days 00:00:00.000000000,8 days 00:00:00.000000000,Thursday,23,184.0
320,2018-07-17,190.0,6.588235294117647,n/a,1.0,6167.0,150.0,Back,Lat Pulldown,5 days 00:00:00.000000000,8 days 00:00:00.000000000,Tuesday,23,187.0
321,2018-07-19,180.0,8.0,Princess Diana Gains Guide,0.96,9224.0,135.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Thursday,23,187.0
322,2018-07-25,180.0,7.92,Princess Diana Gains Guide,0.96,9712.0,135.0,Chest,Flat Barbell Bench Press,6 days 00:00:00.000000000,6 days 00:00:00.000000000,Wednesday,23,184.0
323,2018-08-02,1.4333333333333333,6.2,n/a,1.0,31.0,1.0,Back,Pull Up,8 days 00:00:00.000000000,16 days 00:00:00.000000000,Thursday,23,184.0
324,2018-08-03,171.0,8.4,Princess Diana Gains Guide,0.56,4614.0,135.0,Chest,Flat Barbell Bench Press,1 days 00:00:00.000000000,9 days 00:00:00.000000000,Friday,23,184.0
325,2018-08-04,1.3333333333333333,14.0,Princess Diana Gains Guide,0.4,60.0,1.0,Abs,Decline Oblique Chops,1 days 00:00:00.000000000,667 days 00:00:00.000000000,Saturday,23,184.0
326,2018-08-07,1.3333333333333333,14.0,Princess Diana Gains Guide,0.4,60.0,1.0,Abs,Decline Oblique Chops,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Tuesday,23,184.0
327,2018-08-08,82.33333333333333,6.1,n/a,1.0,1853.0,65.0,Back,Dumbbell Row,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Wednesday,23,184.0
328,2018-08-10,175.5,7.8076923076923075,Princess Diana Gains Guide,0.9615384615384616,9360.0,135.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Friday,23,184.0
329,2018-08-22,166.5,8.56,Princess Diana Gains Guide,0.6,4728.0,135.0,Chest,Flat Barbell Bench Press,12 days 00:00:00.000000000,12 days 00:00:00.000000000,Wednesday,23,184.0
330,2018-08-23,1.3333333333333333,14.0,Princess Diana Gains Guide,0.6,90.0,1.0,Abs,Decline Oblique Chops,1 days 00:00:00.000000000,16 days 00:00:00.000000000,Thursday,23,184.0
331,2018-08-24,190.0,5.866666666666666,n/a,1.0,5112.0,150.0,Back,Lat Pulldown,1 days 00:00:00.000000000,16 days 00:00:00.000000000,Friday,23,184.0
332,2018-08-28,1.3333333333333333,14.0,Princess Diana Gains Guide,0.6,90.0,1.0,Abs,Decline Oblique Chops,4 days 00:00:00.000000000,5 days 00:00:00.000000000,Tuesday,23,188.5
333,2018-08-30,162.0,7.423076923076923,Princess Diana Gains Guide,0.7307692307692307,5125.0,135.0,Chest,Flat Barbell Bench Press,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Thursday,23,188.5
334,2018-09-01,190.0,5.3125,n/a,1.0,4455.0,150.0,Back,Lat Pulldown,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Saturday,23,189.0
335,2018-09-04,162.0,5.741935483870968,Princess Diana Gains Guide,1.0,9220.0,135.0,Chest,Flat Barbell Bench Press,3 days 00:00:00.000000000,5 days 00:00:00.000000000,Tuesday,23,189.0
336,2018-09-05,88.66666666666667,5.5,n/a,1.0,892.0,75.0,Back,Dumbbell Row,1 days 00:00:00.000000000,4 days 00:00:00.000000000,Wednesday,23,189.0
337,2018-09-06,1.4,13.2,Princess Diana Gains Guide,0.6666666666666666,118.0,1.0,Abs,Decline Oblique Chops,1 days 00:00:00.000000000,9 days 00:00:00.000000000,Thursday,23,189.0
338,2018-09-12,166.66666666666666,6.888888888888889,Princess Diana Gains Guide,1.0,9946.0,135.0,Chest,Flat Barbell Bench Press,6 days 00:00:00.000000000,8 days 00:00:00.000000000,Wednesday,23,189.0
339,2018-09-14,1.4,18.4,Princess Diana Gains Guide,0.13333333333333333,24.0,1.0,Abs,Decline Oblique Chops,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,23,189.0
340,2018-09-17,90.0,5.8,n/a,1.0,1744.0,75.0,Back,Dumbbell Row,3 days 00:00:00.000000000,12 days 00:00:00.000000000,Monday,23,190.5
341,2018-09-18,1.4,15.2,Princess Diana Gains Guide,0.26666666666666666,48.0,1.0,Abs,Decline Oblique Chops,1 days 00:00:00.000000000,4 days 00:00:00.000000000,Tuesday,23,190.5
342,2018-09-19,100.0,10.0,Princess Diana Gains Guide,0.43478260869565216,3580.0,75.0,Chest,Decline Dumbbell Benchpress,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,23,190.5
343,2018-09-21,1.4,18.4,Princess Diana Gains Guide,0.13333333333333333,24.0,1.0,Abs,Decline Oblique Chops,2 days 00:00:00.000000000,3 days 00:00:00.000000000,Friday,23,190.5
344,2018-10-01,180.0,9.6,Princess Diana Gains Guide,0.6,8690.0,135.0,Chest,Decline Barbell Bench Press,10 days 00:00:00.000000000,12 days 00:00:00.000000000,Monday,23,187.5
345,2018-10-03,1.4,15.2,Princess Diana Gains Guide,0.3333333333333333,60.0,1.0,Abs,Decline Oblique Chops,2 days 00:00:00.000000000,12 days 00:00:00.000000000,Wednesday,23,187.5
346,2018-10-04,95.0,6.2,n/a,1.0,2356.0,75.0,Back,Dumbbell Row,1 days 00:00:00.000000000,17 days 00:00:00.000000000,Thursday,23,187.5
347,2018-10-09,1.4,15.2,Princess Diana Gains Guide,0.3333333333333333,60.0,1.0,Abs,Decline Oblique Chops,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Tuesday,23,190.5
348,2018-10-10,180.0,8.0,Princess Diana Gains Guide,0.9545454545454546,9086.0,135.0,Chest,Decline Barbell Bench Press,1 days 00:00:00.000000000,9 days 00:00:00.000000000,Wednesday,23,190.5
349,2018-10-12,101.33333333333333,5.444444444444445,n/a,1.0,1708.0,80.0,Back,Dumbbell Row,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Friday,23,190.5
350,2018-10-23,186.66666666666666,8.4,Princess Diana Gains Guide,0.92,12020.0,140.0,Chest,Decline Barbell Bench Press,11 days 00:00:00.000000000,13 days 00:00:00.000000000,Tuesday,23,190.5
351,2018-10-24,1.4,16.8,Princess Diana Gains Guide,0.3333333333333333,60.0,1.0,Abs,Decline Oblique Chops,1 days 00:00:00.000000000,15 days 00:00:00.000000000,Wednesday,23,190.5
352,2018-10-25,1.4666666666666668,5.333333333333333,n/a,1.0,32.0,1.0,Back,Pull Up,1 days 00:00:00.000000000,13 days 00:00:00.000000000,Thursday,23,190.5
353,2018-10-27,1.4333333333333333,13.0,Princess Diana Gains Guide,1.0,195.0,1.0,Abs,Decline Oblique Chops,2 days 00:00:00.000000000,3 days 00:00:00.000000000,Saturday,23,189.0
354,2018-11-02,193.33333333333334,10.0,Princess Diana Gains Guide,0.36,6070.0,145.0,Chest,Decline Barbell Bench Press,6 days 00:00:00.000000000,10 days 00:00:00.000000000,Friday,23,189.0
355,2018-11-05,1.4666666666666668,14.0,Princess Diana Gains Guide,0.4,84.0,1.0,Abs,Decline Oblique Chops,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Monday,23,190.0
356,2018-11-06,98.66666666666667,5.5,n/a,1.0,992.0,80.0,Back,Dumbbell Row,1 days 00:00:00.000000000,12 days 00:00:00.000000000,Tuesday,23,190.0
357,2018-11-12,193.33333333333334,7.72,Princess Diana Gains Guide,1.0,13289.0,145.0,Chest,Decline Barbell Bench Press,6 days 00:00:00.000000000,10 days 00:00:00.000000000,Monday,23,188.5
358,2018-11-16,93.33333333333333,4.769230769230769,n/a,1.0,1982.0,80.0,Back,Dumbbell Row,4 days 00:00:00.000000000,10 days 00:00:00.000000000,Friday,23,188.5
359,2018-11-24,1.5,15.0,Princess Diana Gains Guide,1.0,225.0,1.0,Abs,Decline Oblique Chops,8 days 00:00:00.000000000,19 days 00:00:00.000000000,Saturday,23,188.5
360,2018-11-26,200.0,9.56,Princess Diana Gains Guide,0.48,6734.0,150.0,Chest,Decline Barbell Bench Press,2 days 00:00:00.000000000,14 days 00:00:00.000000000,Monday,23,188.5
361,2018-11-30,93.33333333333333,5.5,n/a,1.0,834.0,80.0,Back,Dumbbell Row,4 days 00:00:00.000000000,14 days 00:00:00.000000000,Friday,23,188.5
362,2018-12-01,1.5333333333333332,16.0,Princess Diana Gains Guide,1.0,240.0,1.0,Abs,Decline Oblique Chops,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Saturday,23,189.5
363,2018-12-03,206.66666666666666,7.538461538461538,Princess Diana Gains Guide,0.8846153846153846,11003.0,155.0,Chest,Decline Barbell Bench Press,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,189.5
364,2018-12-05,96.0,5.166666666666667,n/a,1.0,2230.0,80.0,Back,Dumbbell Row,2 days 00:00:00.000000000,5 days 00:00:00.000000000,Wednesday,23,189.5
365,2018-12-08,1.5666666666666667,17.0,Princess Diana Gains Guide,1.0,255.0,1.0,Abs,Decline Oblique Chops,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Saturday,23,189.5
366,2018-12-10,213.33333333333334,9.0,Princess Diana Gains Guide,0.6956521739130435,9835.0,160.0,Chest,Decline Barbell Bench Press,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Monday,23,189.5
367,2018-12-14,96.0,5.0,n/a,1.0,2211.0,80.0,Back,Dumbbell Row,4 days 00:00:00.000000000,9 days 00:00:00.000000000,Friday,23,189.5
368,2018-12-15,1.6,18.8,Princess Diana Gains Guide,0.2,54.0,1.0,Abs,Decline Oblique Chops,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Saturday,23,192.0
369,2018-12-26,220.0,6.2592592592592595,Princess Diana Gains Guide,1.0,9600.0,165.0,Chest,Decline Barbell Bench Press,11 days 00:00:00.000000000,16 days 00:00:00.000000000,Wednesday,23,194.0
370,2018-12-29,1.6666666666666665,17.866666666666667,Princess Diana Gains Guide,0.5333333333333333,128.0,1.0,Abs,Decline Oblique Chops,3 days 00:00:00.000000000,14 days 00:00:00.000000000,Saturday,23,194.0
371,2019-01-02,226.66666666666666,6.96875,Princess Diana Gains Guide,1.0,13089.0,170.0,Chest,Decline Barbell Bench Press,4 days 00:00:00.000000000,7 days 00:00:00.000000000,Wednesday,24,194.0
